id,description,hierarchy_levels,type
KS1244L6HH2SJ18SH71F,Front Controller Pattern,,skill
KS6840J6LR0TLQ86LZJC,Front End (Software Engineering),"[['17.0', '17.0.474.0']]",skill
BGS3C5C45A116E1DB983,Front End Alignment,"[['11.0', '11.0.214.0']]",skill
KS1244J76BBG2CTNYHYR,Front End Design,"[['17.0', '17.0.474.0']]",skill
BGSF58E4795C42E57ADB,Front End Loaders,"[['4.0', '4.0.636.0']]",skill
KS1244K68C6XP7VF1ZCX,Front Office,"[['1.0', '1.0.105.0']]",skill
KS1242Z6BGJ0G8G50QPT,Front Panel Data Port,,skill
KS1244K6176NLVWV02B6,Front-End Engineering,"[['17.0', '17.0.474.0']]",skill
KS124326M0F0CLQDFLGT,FrontPage Server Extensions,,skill
KS1223B6GC69Y2HRFWS6,Frostbite,,skill
KS1244Q5Z7TW562CSWNF,Froth Treatments,,skill
KS1244S6WG3G56H16Q9H,Frying,"[['15.0', '15.0.351.0']]",skill
KS1238J6YGYH4PK1F7HV,Fsck,,skill
KS1244W6GP8C6FYSR8Z3,Fstab,,skill
KS4QVMFKFISJS7QYO8QT,Ftrace,"[['17.0', '17.0.476.0']]",skill
BGS29CAEEC5535F72808,Fuel Cell Design,"[['10.0', '10.0.206.0']]",skill
BGSF1CA195D19ABCAA89,Fuel Cell Vehicles,"[['11.0', '11.0.214.0']]",skill
KS124506C03MCR67QDHD,Fuel Cells,"[['10.0', '10.0.206.0']]",skill
KS124506MSLHXB1G6YDK,Fuel Control Unit,"[['20.0', '20.0.522.0']]",skill
KS1245167DG56VMDBF10,Fuel Filter,"[['20.0', '20.0.522.0']]",skill
KS1246Y6YLF26LLBMK12,Fuel Gas,"[['10.0', '10.0.201.0']]",skill
KS122GB79FLSHRV96PMW,Fuel Injection,"[['20.0', '20.0.522.0']]",skill
BGSCCC57F59D82D1905D,Fuel Metering,"[['10.0', '10.0.198.0']]",skill
KS123D4669R9D9QX2K93,Fuel Pumps,"[['20.0', '20.0.522.0']]",skill
KS124526LY0VC2YFPDJ4,Fuel System Icing Inhibitor,,skill
KS124526JVP1CGT8G73T,Fuel Systems,"[['20.0', '20.0.517.0']]",skill
KS124535VRWWBY0V60WW,Fuel Tanks,"[['20.0', '20.0.522.0']]",skill
KS12454635KL7Z2BRBV8,FuelPHP,,skill
KS124546CR2G1GP85556,Fugitive Emissions,"[['12.0', '12.0.245.0']]",skill
KS124R76Z55KJSYGJRP8,Fujian Dialect,,skill
KS12454734LDJSRP3JJT,Fula Language,,skill
BGSDB41F2E97693F6D57,Full Cycle Accounting,"[['13.0', '13.0.278.0']]",skill
ESF2B37DD5D70C83BCAA,Full Motion Video (FMV) Exploitation,"[['28.0', '28.0.589.0']]",skill
KS258XOFHDHUQWGFECI8,Full Scope Polygraph (FSP Clearance),,skill
ES5FF4A022759870E024,Full Service Dining Experience,"[['15.0', '15.0.351.0']]",skill
ES3937EEC3D5D7345412,Full Stack Development,"[['17.0', '17.0.474.0']]",skill
KS127XD6XJFHCLPW4LP8,Full State Feedback,,skill
BGS889DCA30E69A91E55,Full-Cycle Recruitment,"[['16.0', '16.0.361.0']]",skill
ES2244FB8993A2EBC925,Full-Cycle Sales,"[['29.0', '29.0.600.0']]",skill
BGSD6752CF2A85246182,Full-Text Search,"[['17.0', '17.0.474.0']]",skill
BGS58C521863241A2B2F,FullCalendar Premium,"[['1.0', '1.0.106.0']]",skill
KS1243362CQ5HWDDL674,Fully Qualified Domain Name,,skill
BGSC0922A97F45525DAE,Fume Hoods,"[['30.0', '30.0.621.0']]",skill
BGSFE93D30AFCEFDE9E7,FumeFX,"[['7.0', '7.0.170.0']]",skill
KS1245663QDS3CLCW8XM,Fumigation,"[['20.0', '20.0.514.0']]",skill
KS1245868MDX0DVTB6S6,Function Block Diagram,"[['11.0', '11.0.220.0']]",skill
BGSC92B012228036AC73,Function Generator,"[['21.0', '21.0.525.0']]",skill
KS124566CXKK26QNKR67,Function Model,,skill
KSA4YMVI6KH7GYEYG976,Function Module,"[['17.0', '17.0.474.0']]",skill
KS1229W6YT3WHB7HTHVN,Function Overloading,,skill
KSG2H1130IMHUDH2EDMO,Function Points,,skill
ES4B695E5A2C8C37E837,Functional Behavior Assessment,"[['14.0', '14.0.326.0']]",skill
KSG3DTQ1FWKNM26HRC5S,Functional Dependencies,"[['5.0', '5.0.164.0']]",skill
KS124586CZGJR55ZB1C0,Functional Design,"[['17.0', '17.0.474.0']]",skill
KS123D85ZZ9B46ZX6QDP,Functional Electrical Stimulation,"[['14.0', '14.0.329.0']]",skill
KS7G0DZ6917FWKP62V8R,Functional Family Therapy,"[['14.0', '14.0.328.0']]",skill
KS124586VP2QZDVLNXMC,Functional Genomics,"[['30.0', '30.0.620.0']]",skill
ES65DB62BFC186224093,Functional Independence Measure (FIM),,skill
KS16XM0K27NAZXBSH2MY,Functional Interface,"[['17.0', '17.0.474.0']]",skill
KS124166LZC8Q2SWWR6Q,Functional Magnetic Resonance Imaging,"[['14.0', '14.0.323.0']]",skill
KS1245870DTDHKTDC47T,Functional Management,"[['5.0', '5.0.152.0']]",skill
ES56540D98518A48D85D,Functional Medicine,"[['14.0', '14.0.290.0']]",skill
KS124596GWGXMHFXJ90R,Functional Process,"[['5.0', '5.0.153.0']]",skill
KSRD9DCNI51GHKNFATRT,Functional Programming,"[['17.0', '17.0.474.0']]",skill
KS124596WWBB538KGM0G,Functional Requirement,"[['17.0', '17.0.480.0']]",skill
KS1243G6XZSLK013PFM5,Functional Requirements For Bibliographic Records,,skill
KS124596YL5VFLCH1CG2,Functional Safety,"[['19.0', '19.0.508.0']]",skill
KS1245B5YG7FST1L9FLH,Functional Skills Qualification,"[['9.0', '9.0.184.0']]",skill
KS124586HG4VGCKJ5XCJ,Functional Specification,"[['17.0', '17.0.474.0']]",skill
KS1245B69S835T6C8KB4,Functional Testing,"[['17.0', '17.0.477.0']]",skill
KS1245B6GVGRZ9X79JHD,Functional Training,"[['14.0', '14.0.342.0']]",skill
KS1245B6K2CR98884XM4,Functional Training Specialist,,skill
KS1245B75K22FQSVG892,Fund Accounting,"[['13.0', '13.0.285.0']]",skill
KS1245C60YR5FGS5YM80,Fund Administration,"[['13.0', '13.0.281.0']]",skill
KSDB46QOTBUBD21UKPNQ,Fund Development,"[['22.0', '22.0.547.0']]",skill
BGSC2CDBD52E78A5FC8F,Fund Disbursement,"[['13.0', '13.0.279.0']]",skill
BGS39B0EAC9CDDB9EE2D,FundEZ,"[['13.0', '13.0.256.0']]",skill
KS1245D693448L1GJ4DW,Fundamental Analysis,"[['13.0', '13.0.271.0']]",skill
KS120XL6HX555H7RWKNV,Fundamental Science,"[['30.0', '30.0.626.0']]",skill
KS1244Z6Y6XX4GM70JPP,Fundamental Theorem Of Software Engineering (Software Engineering),,skill
KS1245G6XB2L6ZN7BX43,Fundamentally Based Indexes,,skill
KS122CL64848WM1MVNSQ,Fundraising,"[['22.0', '22.0.547.0']]",skill
ES666B25F07238B14F96,Funeral Arrangements,"[['25.0', '25.0.653.0']]",skill
ES912E20899FCD494CB6,Funeral Planning,"[['25.0', '25.0.653.0']]",skill
KS48WXH3W1FLB2QNXOJH,Funeral Services,"[['25.0', '25.0.653.0']]",skill
BGS7D5028F5A830A6A61,Fungal Pathogens,"[['30.0', '30.0.622.0']]",skill
KS1245H6NT642VMHVKHJ,Fungicides,"[['20.0', '20.0.656.0']]",skill
KS1245J64SDYL4XNN9G5,Furnaces,"[['20.0', '20.0.519.0']]",skill
ES977D49D0C6F49F92B6,Furniture Assembly,"[['21.0', '21.0.539.0']]",skill
ES3FE18245473308D1EB,Furniture Cleaning,"[['20.0', '20.0.514.0']]",skill
KS1245J73MM9GM4DVZ05,Furniture Design,"[['4.0', '4.0.143.0']]",skill
ES27EC5CEDE72EB79411,Furniture Fixtures And Equipment (FF&E),"[['20.0', '20.0.517.0']]",skill
KS681FH71DTYVZMMBTYV,Further Offshore Emergency Training,,skill
KS1245K6WKW28J7HVTBY,Fuse ESB,"[['17.0', '17.0.409.0']]",skill
KS1245K6ZDCN19MPBF0L,Fuse Services Framework,,skill
KS1245K5YV2T06L38D88,Fusebox (Programming),,skill
KS1245K72Y2ZBXY5HYK9,Fused Deposition Modeling,"[['21.0', '21.0.532.0']]",skill
KS1245M5XQ64PTF3839B,Fused Quartz,,skill
KS1245N6BWRKK2TMD3WV,Fuser,,skill
KS7G2CM734X3QGWGM875,Fuses,"[['20.0', '20.0.513.0']]",skill
ES92384CEFFE19A7B510,Fusion 360 (CAD Software),"[['11.0', '11.0.226.0']]",skill
KS123V86XHZ57TV2P090,Fusion Bonded Epoxy Coating,,skill
KS1245N6LNRYNTDKBGN2,Fusion Power,,skill
KS1245Q5VT8DVBR5M9CT,Fusion Splicing,"[['11.0', '11.0.237.0']]",skill
KS1245Q73GV3N5Q556C1,Fusion Welding,"[['21.0', '21.0.542.0']]",skill
KSGYHY1Q09WP2W6LJK24,Fusioncharts,"[['3.0', '3.0.121.0']]",skill
KS1245R6BGFPR74ZNF4W,Future Air Navigation Systems,,skill
KS1245R6XZNLCYVQFDM8,Futures Exchange,"[['13.0', '13.0.277.0']]",skill
KS1245S60KL0MRQKXFSG,Futures Studies,"[['8.0', '8.0.180.0']]",skill
KSQ5DCTU4FO2TYK6Z6AM,Futuretask,,skill
BGS7E1672E6C165FED52,Fuzor (Design Software),,skill
KS1245S79V4SG653G4ZP,Fuzz Testing,"[['17.0', '17.0.484.0']]",skill
KS1245T6R54SPTS44Y8R,Fuzzy Control Systems,,skill
KS1245V60K42DJTXHSWT,Fuzzy Logic,"[['17.0', '17.0.363.0']]",skill
KS1CPUBS0VUI11OO14VG,Fuzzy Search,,skill
KS1245V6XDJP7Z6S2N4J,Fuzzy Set,,skill
KSCHTHJW559JX274WKYU,Fx Options,"[['13.0', '13.0.277.0']]",skill
KS1245X66R9YDDQWP4V3,FxCop,"[['17.0', '17.0.476.0']]",skill
KS123CJ7656KLDB8MNRX,G Programming Language,,skill
KS1247D61CD27TR1G9D8,G-Codes,"[['21.0', '21.0.524.0']]",skill
KS1245Y6ZDV8YC3YD0Y3,G.703 Standard,,skill
KS1245Z5ZT0JK6CMZG87,G.704 Standard,,skill
KS1245Z67T6TYRWYXJ4P,G.709 Standard,,skill
KS1245Z69JQ47GST4LSG,G.711 Standard,"[['17.0', '17.0.483.0']]",skill
KS1245Z6S21DZD6DW3DX,G.722 Standard,,skill
KS124605WX8LM0N7Z2TG,G.723 Standard,,skill
KS1246177ZWQQDBTZNW0,G.723.1 Standard,,skill
KS1245Z6M8W3MFFH6XC5,G.726 Protocol,,skill
KS124626DLQGLLP5NBLT,G.726 Standard,,skill
KS124626L91R7Q7YJ8ST,G.728 Standard,,skill
KS124636TSL23K9L0VQH,G.729 Protocol,,skill
KS1246273CTJR37WJKXQ,G.729 Standard,"[['17.0', '17.0.450.0']]",skill
KS124636XG8F9CGZQBKM,G.811 Standard,,skill
KS1246D5WM78WQMN9DGM,GALS Screen,,skill
KS7G3026YLRQT0CZ375B,GAMESS,,skill
KS1247F792WRM86T6P3H,GD Graphics Libraries,,skill
KS1249G6RNCDCKCR30C1,GDNA,"[['30.0', '30.0.620.0']]",skill
KS1247J6F0YHM9269L4C,GDSII,,skill
BGSE0E5F66132FA53ACB,GE Cimplicity,"[['11.0', '11.0.226.0']]",skill
BGS3AA771454E040011F,GE iFix,"[['11.0', '11.0.226.0']]",skill
KS1247V74TS63Y7M3ZKW,GEDA,"[['11.0', '11.0.220.0']]",skill
KS1248460WBHMNF113ZS,GENealogical InDEX (GENDEX),,skill
KS124BH61F3HDVD1R790,GEOS,,skill
KS124756ZM1DDCVFGN4K,GIAC Assessing and Auditing Wireless Networks,,skill
KS124C26BB3V8SJBGQ6T,GIAC Certifications,,skill
ESFDA91817A363A39F49,GIAC Certified Enterprise Defender (GCED),,skill
KS124786D6FWCYKKF6PG,GIAC Certified Firewall Analyst,,skill
KS124786BK1NR16G0KX7,GIAC Certified Forensic Examiner,,skill
KS1247775YKZ8X1NHWB4,GIAC Certified Forensics Analyst,,skill
KS124675W6VQV77WQSX7,GIAC Certified ISO-17799 Specialist,,skill
KS124C36LV5LX6816QVV,GIAC Certified Incident Handler,,skill
KS1247969ZFNQYLFVTM3,GIAC Certified Intrusion Analyst,,skill
KS1247F5Y02G419QJWRV,GIAC Certified Security Consultant,,skill
KS1247F6R9NFDR1WQFG3,GIAC Certified Unix Security Administrator,,skill
KS124C3748C1D8DKDK7Q,GIAC Certified Windows Security Administrator,,skill
KS124C16P1Y52RR8WXMD,GIAC Cutting Edge Hacking Techniques,,skill
ES66857BFC1E768D8621,GIAC Cyber Threat Intelligence,,skill
ES6CF351103CAD8C8090,GIAC Exploit Researcher And Advanced Penetration Tester,,skill
KS124BV61GCHY0VRWHYT,GIAC Fundamentals Of Information Security Policies,,skill
ESF0F0CF2A4FA7B70A19,GIAC Global Industrial Cyber Security Professional,,skill
KS124C06PDLXJ04LT4YK,GIAC HIPPA Security Implementation,,skill
ES5F15267CAC3A290110,GIAC Information Security Fundamentals,,skill
KS124C46200SPXLJM7BS,GIAC Information Security Officer,,skill
KS124C46MPMD7G1DP7ZG,GIAC Information Security Professional,,skill
KS124C4733WP4658K63K,GIAC Intrusion Prevention,"[['17.0', '17.0.392.0']]",skill
KS124CT6XP0VSR4ZKD00,GIAC Legal Issues In Information Technologies,,skill
ES62EF8C6D9029981956,GIAC Network Forensic Analyst,,skill
KS124GL67NCMDPQB35HN,GIAC Payment Card Industry,,skill
ES8FB57977D60AD3AC55,GIAC Penetration Tester,,skill
KS1246B6HFDGL6PMFWSS,GIAC Reverse Engineering Malware,,skill
KS124JF6JG07WQYGND27,GIAC Secure Internet Presence,,skill
KS124JN79HL6RHJJG8RZ,GIAC Securing Oracle Certification,,skill
KS124JD5VQNSLT2N6FN8,GIAC Security Audit Essentials,,skill
KS124C579Q6L36X26LJR,GIAC Security Essentials Certification (GSEC),,skill
KS124C666G93Q4V2D91D,GIAC Security Leadership Certification,,skill
KS124JP6NS81Y4RCDY7Q,GIAC Security Policy And Awareness,,skill
KS124JN6WF74J6X68Y0J,GIAC Systems And Network Auditor (GSNA),,skill
ES2042647831D5254959,GIAC Web Application Defender,,skill
ESED8BA594F11028977B,GIAC Web Application Penetration Tester,,skill
KS124C75YV3ZFH0BPMV6,GIAC Web Application Security,,skill
KS1247F78M9GF97XMT2P,GIAC Windows Security Administrator Certification,,skill
KS120HB6YRHLVQ9KN0GQ,GIF Animation,"[['7.0', '7.0.170.0']]",skill
KS124C966Z2XTD23T34J,GIFBuilder,,skill
KS124CD75ZCFN9ZFG6KD,GIS Applications,"[['17.0', '17.0.422.0']]",skill
ES348078725C87C9CED6,GIS Certification,,skill
ES8482BFD8FFC96EF5CB,GIS Mapping,"[['17.0', '17.0.422.0']]",skill
KS124CS70L2YKF36JGVY,GLBasic,,skill
KS124CT6B53XJ790HN4J,GLib,,skill
KS124DF6BM03Y133K0PL,GNAT Programming Studio,,skill
KS124DJ6C6SG0J1C8VKK,GNOME (GNU Project Software),"[['17.0', '17.0.455.0']]",skill
KS124DK627Q67SGR129N,GNOME Terminal,,skill
KS124DK6QS38K8V5H5D5,GNS3,"[['17.0', '17.0.453.0']]",skill
KS124766923KYMKRPDCH,GNSS Augmentation,,skill
KS1206T60442W89ZGK3R,GNU ADNS,,skill
KS124DL60D0LYTSZ7133,GNU Assembler,,skill
KS120S7644DHMCYDS53Y,GNU Autoconf,"[['17.0', '17.0.470.0']]",skill
KS1210K5YHPKZK4KZ0X8,GNU Binutils,,skill
KS120TG6GX5H8BHQ6YH2,GNU Build Systems,"[['17.0', '17.0.435.0']]",skill
KS124CT6RLRNB1H3GB43,GNU C Libraries,,skill
KS1246479T2KSYXVDD38,GNU Compiler Collection,"[['17.0', '17.0.476.0']]",skill
KS1247G6JH81XTLTH6CY,GNU Debuggers,"[['17.0', '17.0.477.0']]",skill
KS124DS71DNKJH1GCDFN,GNU Gatekeeper,,skill
KS124CB6SBDF56NG7F60,GNU Image Manipulation Program (GIMP),"[['23.0', '23.0.565.0']]",skill
KS125TJ75VRKVL7MPHT4,GNU Libtool,,skill
KS124D25Y1K8TCDTH5D5,GNU Linear Programming Kit,,skill
KS124DM62GY3VBCYDGDG,GNU Linker,,skill
KS126795Y86N9YZYVL1W,GNU MathProg (GNU Project Software),,skill
KS128916189273B0X6R6,GNU Octave (GNU Project Software),,skill
KS124DN6T0ZJ7GY90J58,GNU Privacy Guard,,skill
KS124DR5W144KG4Q9YP6,GNU Radio,,skill
KS124DR6JHCYFJ85T455,GNU Scientific Libraries,,skill
KS124DR6YMF6V24PG03C,GNU Toolchain,"[['17.0', '17.0.476.0']]",skill
KS124G079QNYPLZY6TQL,GOST Standards,,skill
KS124GL70X2W8H3L78WP,GPE Palmtop Environment (X Window System),,skill
KS124BX60YNG47S103XS,GPRS Core Networks,"[['17.0', '17.0.483.0']]",skill
KS124JC70465BQM5K340,GPRS Roaming Exchange,,skill
KS124GP6P4LXSHCBKCZ6,GPRS Tunnelling Protocol,,skill
BGS10F3F05054C5731C2,GPS Data,"[['17.0', '17.0.422.0']]",skill
KS124GQ6W488PGMFNKG0,GPS EXchange Format,,skill
KS124GP75TGW79TVXVV3,GPS Navigation Devices,"[['17.0', '17.0.422.0']]",skill
KS124GP79BJYK103BJLH,GPS Navigation Software,"[['17.0', '17.0.422.0']]",skill
KS124GP75XNPQQ9D3H5J,GPS Signals,,skill
KS124GP79SJMFZ0VJBYT,GPS Tracking Unit,,skill
ES23C862B4C3053AB824,GPT-3 (NLP Model),"[['3.0', '3.0.126.0']]",skill
BGS3126C0F1883445035,GPU Optimization,"[['7.0', '7.0.170.0']]",skill
KS124HY6WVTD6PD0JDXS,GROningen MAchine For Chemical Simulations (GROMACS),"[['30.0', '30.0.627.0']]",skill
KS124JG66X0096GD1HYJ,GSM 03.38 Character Set,,skill
KS124JG6PS01GGTTHM8M,GSM 03.40 Standard,,skill
KS124JH62H74WNV4VWMT,GSM 03.48 Protocol,,skill
KS122Y55W3GK8623Z4DP,GSM Frequency Bands,,skill
KS124JJ6ZMSMBML15VKR,GSM Protocols,,skill
KS124GX6CL8BP5QR5SSK,GSM Radio Access Networks,,skill
KS124JN72MP528ZTRTWS,GSOAP,,skill
BGSB4E35D91A77489A25,GSelector,"[['23.0', '23.0.559.0']]",skill
KS124JQ6NTR55STHTDK9,GStreamer,"[['23.0', '23.0.563.0']]",skill
ESB784EE9D32AE935490,GT-SUITE (Simulation Software),"[['11.0', '11.0.243.0']]",skill
KS124JR67NSNL4B1TH7P,GT.M,,skill
KS124JT6PJXWFWY0MVWR,GTK Sharp,,skill
KS124JS6YG9J4SHPWSKH,GTK+,,skill
KS124JX5WW1LBK4TYF0F,GTKWave,,skill
KSTGQ5NY7JSA208DM2J4,GUI Designer,,skill
KS124K06PLPSPC7GCY2P,GUI Testing Tools,"[['17.0', '17.0.477.0']]",skill
KS124K765B9LVNLLJY8Z,GUS Reporter Systems,,skill
KS124KB5XNLD29SPFPP4,GW-BASIC,,skill
KS7G5VT6MHP0MTHKB5FC,GaBi Software,,skill
KSCMB2GFM6QGI3KZ5CWD,Gacutil,,skill
KS7G73F69CW45P3L65HZ,Gaelic (Language),"[['23.0', '23.0.498.0']]",skill
KS1246B6QX8LSDXDMH3R,Gain Compression,"[['11.0', '11.0.223.0']]",skill
ESD9E6D59B865EBFAAA6,Gainsight,"[['5.0', '5.0.546.0']]",skill
KS1246B7385LPX0RNZTQ,Gait Analysis,"[['14.0', '14.0.329.0']]",skill
BGS4A6F58EF858F6D052,Gait Training,"[['14.0', '14.0.342.0']]",skill
KSNQU6M450XQCYTRSWY7,Galera,"[['17.0', '17.0.400.0']]",skill
KS1246C5ZW6BW0VWH2KP,Gallery Project,,skill
KSZ2OWFW9YFNT0Z25ZEN,Gallio Automation Platform,,skill
KS1246C6K7CHLP2T0QC9,Gallium Nitride,"[['30.0', '30.0.658.0']]",skill
KS7G7GN61T1W1LQF8RND,Galo (Language),,skill
KS1246D5XLTZ4NNBB7YY,Galvanization,"[['21.0', '21.0.534.0']]",skill
KSOZPJQNGDDTEHVHECN0,Game Ai,"[['17.0', '17.0.372.0']]",skill
ESF75C1E0011DFFF9055,Game Art,"[['7.0', '7.0.170.0']]",skill
ESA5FBC3EE8F41473061,Game Design,"[['7.0', '7.0.170.0']]",skill
KS1246H6VW04XTCBZG2X,Game Engine,"[['7.0', '7.0.170.0']]",skill
ESF02F90075823CC179E,Game Mechanics,"[['7.0', '7.0.170.0']]",skill
KS1246H79MJMG2NCPBXG,Game Physics,"[['7.0', '7.0.170.0']]",skill
KS1246J6M895NFSZDDGN,Game Programming,"[['17.0', '17.0.474.0']]",skill
KS1246J72CSWXZ8KNXY2,Game Shows,,skill
KS1246K60LXYM4MCD5D4,Game Testing,"[['17.0', '17.0.474.0']]",skill
KS1246K69P3CV66QHX0W,Game Theory,"[['3.0', '3.0.125.0']]",skill
KS7G2KR6D1YGV6HHVWS9,GameMaker,,skill
KS1246H77K2M8B8V2F09,GameMaker- Studio (Software),,skill
KS1246K6L1Q6KZ45TZXN,GameSalad,,skill
KS1246K6YCP1HY2RSGFC,Gamification,"[['7.0', '7.0.172.0']]",skill
KSYJH1OHMYPY6FE1IO2Z,Gaming Law,"[['19.0', '19.0.511.0']]",skill
KS1246L645NY2Z2MMF45,Gaming Machines,,skill
KS1246M69H478Q9HR2QC,Gamma Camera,"[['14.0', '14.0.323.0']]",skill
KS1246M782TFJ9R5VMNZ,Gamma Spectroscopy,"[['30.0', '30.0.624.0']]",skill
KS124BX64B7XRB21G42G,Gamma-Glutamyl Transpeptidase,,skill
KS1246N6BNPRGYDRVQ2C,Gammagard,,skill
KS1246P60ZHHWCC12Q9M,Ganglia (Software),"[['17.0', '17.0.481.0']]",skill
KS1246Q6M7VJHRP158FV,Gantry Crane,"[['4.0', '4.0.636.0']]",skill
KS1246P62Q0XG43J0B2X,Gantt Charts,"[['9.0', '9.0.190.0']]",skill
KS1246R60SS35YQ0S30N,Gap Analysis,"[['5.0', '5.0.153.0']]",skill
KS127H9686H8FTSF3G7M,Garage Doors,"[['20.0', '20.0.517.0']]",skill
KS120KC6Y7RW67TC7JJM,GarageBand,"[['23.0', '23.0.559.0']]",skill
ES67CF342DCCB4C6B6BC,Garbage Collection (Computer Science),"[['17.0', '17.0.474.0']]",skill
KS1246R6RJ8X2373V1WX,Garbage Disposal Unit,"[['20.0', '20.0.512.0']]",skill
KSREH7ZPUTVLCERIT6CU,Garden Tools,"[['20.0', '20.0.518.0']]",skill
KS1246S7411DK3YRQG6B,Gardening,"[['2.0', '2.0.112.0']]",skill
KS1246T652LXCTMX0304,Garhwali Language,,skill
KS7G40G64PJX7YQNMQVV,Garifuna (Language),,skill
KS120DV6SCZV6WPL2233,Garment Alterations,"[['21.0', '21.0.540.0']]",skill
ESFBA85C02B67879688D,Garment Construction,"[['21.0', '21.0.540.0']]",skill
KSBECFEA4MGCR4M70A9Q,Garmin Avionics Systems,"[['11.0', '11.0.211.0']]",skill
KS1246W5XXLV48FCT6XN,Gas Chromatography,"[['30.0', '30.0.617.0']]",skill
KS124766H99CKRCNXM1R,Gas Chromatography Mass Spectrometry,"[['30.0', '30.0.617.0']]",skill
BGS358694FC47A6886F4,Gas Collection,,skill
KS1246W5ZX8WY0V8Y7D8,Gas Detector,"[['11.0', '11.0.227.0']]",skill
KS1246W6FDR5DT5LYD2F,Gas Dynamics,"[['11.0', '11.0.234.0']]",skill
KS123ZR5XK0K9L3810Y3,Gas Flare,,skill
KS1246W71GGS10Q74JLD,Gas Metal Arc Welding,"[['21.0', '21.0.542.0']]",skill
ESCFDD6E0C6621011086,Gas Meter Safety (MET1),,skill
ESC43A07DF433113FFF4,Gas Meter Systems,"[['10.0', '10.0.198.0']]",skill
KS124FZ76QQFYVFV88MF,Gas Oil Separation Plant,,skill
KS680HS70S09PGFX17X4,Gas To Liquids,,skill
BGSB158513538AB325A9,Gas Trading,"[['13.0', '13.0.277.0']]",skill
KS1246Y5X7WC449CLZHP,Gas Tungsten Arc Welding,"[['21.0', '21.0.542.0']]",skill
KS441KQ6J5DDYL92K8YW,Gas Turbine,"[['10.0', '10.0.206.0']]",skill
KS1230M64BRC96475T2V,Gas-Filled Tube,,skill
KS1246Y5XZ0KJ04K97X8,Gasb 34,,skill
ESC6187845F50552B993,Gasification,"[['21.0', '21.0.532.0']]",skill
KS1246Z6V0Y4QNQVM4WX,Gaskets,"[['20.0', '20.0.522.0']]",skill
KS124706700KC8ZXKCQ2,Gasoline Direct Injection,,skill
KS12470765XMSVMLMJVB,Gastrectomy,"[['14.0', '14.0.348.0']]",skill
KS1247173QX52B96BNFW,Gastric Bypass Surgery,"[['14.0', '14.0.308.0']]",skill
BGSFE9C727FAFDD58EE5,Gastric Cancer,"[['14.0', '14.0.335.0']]",skill
KS12472679G46TJLN28P,Gastric Lavage,"[['14.0', '14.0.308.0']]",skill
BGSA926FA742180320E1,Gastritis,"[['14.0', '14.0.308.0']]",skill
BGSC4B4FB1BE26D4BCB7,Gastroenteritis,"[['14.0', '14.0.308.0']]",skill
KS124726L50CX4ZNHYK2,Gastroenterology,"[['14.0', '14.0.308.0']]",skill
KS1204T6DBQ53VRJF5KZ,Gastroesophageal Reflux Disease,"[['14.0', '14.0.308.0']]",skill
BGSE5595D54769CB60E7,Gastrointestinal Bleeding,"[['14.0', '14.0.308.0']]",skill
KS7G5B676NFNCQ63K927,Gastrointestinal Pathogen Panel,"[['14.0', '14.0.308.0']]",skill
BGS7D8EAE9136D176E7F,Gastrointestinal Pathology,"[['14.0', '14.0.308.0']]",skill
KS124736GXD720VFG4RJ,Gastrointestinal Stromal Tumor,"[['14.0', '14.0.308.0']]",skill
KS124745ZCN2G6TKC2QN,Gastronomy,,skill
KS124745ZD47Y6QT7X67,Gastrostomy,"[['14.0', '14.0.308.0']]",skill
KSDBRG4FDLQHLA7LHGIK,Gate Arrays,"[['11.0', '11.0.217.0']]",skill
KS1247Z791HJKPLS43KS,Gateway Electronic Medical Management Systems,,skill
KS124CS70ZWP5N5VDQH1,Gateway Load Balancing Protocols,"[['17.0', '17.0.450.0']]",skill
KS124DB63KGHS5PB3VX2,Gateway Mobile Location Centre (GMLC),,skill
ESE52474CEAA058633D4,Gatling (Software),"[['17.0', '17.0.484.0']]",skill
ES4F554703C4BC7BAB1C,Gatsby.js,"[['17.0', '17.0.438.0']]",skill
BGSE44F3CB8F12EDB198,Gauge Repeatability And Reproducibility,"[['19.0', '19.0.510.0']]",skill
KS124756JF92D2GC5Y6W,Gaussian Process,"[['3.0', '3.0.129.0']]",skill
KS124756QLFRWVQ402GM,Gavel,,skill
KSNCANIWO2M8MACUSXDF,Gchart,,skill
KSZIZ9KL5TCZ43FNUC8U,Gcloud,"[['17.0', '17.0.382.0']]",skill
KS1247D79C057SL9L1DB,Gcov,"[['17.0', '17.0.477.0']]",skill
KSDXAN2KYEGRPB7N762F,Ge Centricity,"[['14.0', '14.0.314.0']]",skill
KS1247N5ZN3KM8JYW945,Geant4,"[['30.0', '30.0.627.0']]",skill
KS1247N61D0MWGN1JYFP,Geany,,skill
KS1247N68WT6JK1R2C40,Gear Manufacturing,"[['21.0', '21.0.532.0']]",skill
KS1247Q759QZH06YYK5Z,Gear Oil,,skill
KS1247R5XQR42SS53MPY,Gear Pump,,skill
KS1247R6V40THST93T3Q,Gear Shift,,skill
KS1247S5WS1887QQS3SF,Geared Motors,,skill
KS1247T602LH5MN37RB8,Gearman,"[['17.0', '17.0.476.0']]",skill
KS124JQ6K8YLL4WK2062,Gearshift Quality Assessment,,skill
BGSC39ED1BCADAC698C3,Geiger Counters,"[['11.0', '11.0.227.0']]",skill
